"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
003907,CENTRAL ISD,003907004,STUBBLEFIELD LRN CTR,REGION 07: KILGORE,ANGELINA,High School,12-Sep,Yes,No,8,0.75,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,1,17,57,9,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
003907,CENTRAL ISD,003907041,CENTRAL J H,REGION 07: KILGORE,ANGELINA,Middle School,8-May,No,No,437,0.568,0.034,B,81,B,80,B,82,C,79,B,82,C,78,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,1,17,57,9,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
003907,CENTRAL ISD,003907102,CENTRAL EL,REGION 07: KILGORE,ANGELINA,Elementary,EE - 04,No,No,627,0.593,0.078,B,84,C,76,B,86,B,86,C,77,C,79,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,1,17,57,9,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,,,REGION 02: CORPUS CHRISTI,ARANSAS,District,,No,No,3005,0.669,0.05,B,84,B,81,B,89,B,80,B,89,C,72,,,,,,,,,Not Earned,,,,,,,
004901,ARANSAS COUNTY ISD,004901001,ROCKPORT-FULTON H S,REGION 02: CORPUS CHRISTI,ARANSAS,High School,12-Sep,No,No,930,0.59,0.034,B,81,B,82,B,85,C,78,B,85,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,30,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901041,ROCKPORT-FULTON MIDDLE,REGION 02: CORPUS CHRISTI,ARANSAS,Middle School,8-Jun,No,No,723,0.595,0.041,C,77,C,71,C,79,C,79,Not Rated: Senate Bill 1365,69,C,73,Targeted Support,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,30,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901101,FULTON LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS,Elementary,5-Mar,No,No,639,0.734,0.063,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,63,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,30,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901103,LIVE OAK LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS,Elementary,EE - 02,No,No,713,0.787,0.067,Not Rated: Senate Bill 1365,67,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,30,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
005901,ARCHER CITY ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,506,0.411,0.022,A,91,A,92,A,90,A,90,A,90,B,88,,,,,,,,,Earned,,,,,,,
005901,ARCHER CITY ISD,005901001,ARCHER CITY H S,REGION 09: WICHITA FALLS,ARCHER,High School,12-Jul,No,No,229,0.38,0.009,A,90,A,92,B,82,C,79,B,82,B,85,,,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005901,ARCHER CITY ISD,005901101,ARCHER CITY EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 06,No,No,277,0.437,0.032,A,96,A,94,A,93,A,91,A,93,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,1126,0.247,0.005,A,94,A,94,A,90,A,90,B,85,A,94,,,,,,,,,Not Earned,,,,,,,
005902,HOLLIDAY ISD,005902001,HOLLIDAY H S,REGION 09: WICHITA FALLS,ARCHER,High School,12-Sep,No,No,340,0.188,0,A,96,A,94,B,80,C,70,B,80,A,100,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,005902041,HOLLIDAY MIDDLE,REGION 09: WICHITA FALLS,ARCHER,Middle School,8-Jun,No,No,276,0.217,0,B,88,A,90,B,86,B,86,C,74,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,005902101,HOLLIDAY EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 05,No,No,510,0.302,0.012,A,94,B,88,A,92,A,92,C,75,A,98,,,Not Earned,Earned,Not Earned,,Earned,Earned,Not Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,530,0.3,0.057,A,95,A,93,A,91,A,91,B,84,A,100,,,,,,,,,Not Earned,,,,,,,
005904,WINDTHORST ISD,005904001,WINDTHORST H S,REGION 09: WICHITA FALLS,ARCHER,High School,12-Sep,No,No,135,0.304,0.022,A,94,A,92,B,85,B,85,B,81,A,100,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Not Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,005904041,WINDTHORST JH,REGION 09: WICHITA FALLS,ARCHER,Middle School,8-Jun,No,No,115,0.313,0.043,B,89,A,90,B,81,B,81,B,81,B,87,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,005904101,WINDTHORST EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 05,No,No,280,0.293,0.079,A,96,A,94,A,94,A,94,A,91,A,100,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
006902,CLAUDE ISD,,,REGION 16: AMARILLO,ARMSTRONG,District,,No,No,307,0.362,0.01,A,94,A,91,B,85,B,85,B,81,A,100,,,,,,,,,,,,,,,,
006902,CLAUDE ISD,006902001,CLAUDE SCHOOLS,REGION 16: AMARILLO,ARMSTRONG,Elem/Secondary,PK - 12,No,No,307,0.362,0.01,A,94,A,91,B,85,B,85,B,81,A,100,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,Earned,13,13,88,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,397,0.685,0.065,B,83,B,84,B,86,Not Rated: Senate Bill 1365,60,B,86,C,77,,,,,,,,,Not Earned,,,,,,,
007901,CHARLOTTE ISD,007901001,CHARLOTTE H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,12-Sep,No,No,126,0.675,0.056,B,87,B,87,B,85,B,83,B,85,B,87,,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Not Earned,28,28,31,80,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,007901041,CHARLOTTE MIDDLE,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,8-Jun,No,No,101,0.723,0.099,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,56,C,70,,TRUE,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,31,80,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,007901101,CHARLOTTE EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,PK - 05,No,No,170,0.671,0.053,A,93,C,77,A,95,A,95,B,81,B,89,,,Not Earned,Earned,Not Earned,,Earned,Earned,Not Earned,28,28,31,80,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,1569,0.553,0.031,A,90,B,82,A,91,A,91,B,82,B,86,,,,,,,,,Not Earned,,,,,,,
007902,JOURDANTON ISD,007902001,JOURDANTON H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,12-Sep,No,No,437,0.467,0.018,B,86,B,86,B,87,B,87,B,81,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902004,THE LARRY BROWN SCHOOL,REGION 20: SAN ANTONIO,ATASCOSA,High School,10-Oct,No,No,1,0,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902005,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,REGION 20: SAN ANTONIO,ATASCOSA,High School,10-Aug,Yes,No,5,0.2,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902006,JOURDANTON DAEP,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,12-Jun,No,No,10,0.5,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902041,JOURDANTON J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,8-Jun,No,No,379,0.562,0.042,A,93,B,85,A,91,A,91,B,88,A,98,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902101,JOURDANTON EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,5-Feb,No,No,435,0.549,0.03,C,79,C,78,B,80,C,75,B,80,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902102,JOURDANTON ECC,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,302,0.682,0.036,C,79,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,1740,0.74,0.147,B,86,C,78,A,91,C,79,A,91,C,74,,,,,,,,,Not Earned,,,,,,,
007904,LYTLE ISD,007904001,LYTLE H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,12-Sep,No,No,486,0.695,0.111,B,83,B,80,B,87,Not Rated: Senate Bill 1365,63,B,87,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904002,LYTLE DAEP,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,11-Jun,No,No,6,0.833,0.167,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,SPECIAL ASSIGNMENT SCHOOL
007904,LYTLE ISD,007904041,LYTLE J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,8-Jun,No,No,395,0.739,0.159,C,75,Not Rated: Senate Bill 1365,67,C,77,C,77,C,70,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904101,LYTLE EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,5-Feb,No,No,505,0.754,0.16,C,72,Not Rated: Senate Bill 1365,57,C,74,C,74,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904103,LYTLE PRIMARY SCHOOL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,348,0.782,0.161,C,72,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,3374,0.661,0.052,B,89,B,86,A,90,B,87,A,90,B,86,,,,,,,,,Not Earned,,,,,,,
007905,PLEASANTON ISD,007905001,PLEASANTON H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,12-Sep,No,No,953,0.572,0.042,B,88,B,86,B,87,B,81,B,87,B,89,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905004,ATASCOSA CO ALTER,REGION 20: SAN ANTONIO,ATASCOSA,High School,11-Sep,No,No,6,0.333,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,SPECIAL ASSIGNMENT SCHOOL
007905,PLEASANTON ISD,007905005,PLEASANTON ISD SCHOOL OF CHOICE,REGION 20: SAN ANTONIO,ATASCOSA,High School,12-Oct,Yes,No,11,0.818,0,B,82,C,77,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,ZONED SCHOOL- NO TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905041,PLEASANTON J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,8-Jun,No,No,757,0.641,0.058,B,83,C,77,B,85,B,85,B,82,C,79,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905103,PLEASANTON EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,5-Feb,No,No,968,0.684,0.06,C,76,C,72,C,77,C,77,C,75,C,74,Comprehensive Progress,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905105,PLEASANTON PRI,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,679,0.775,0.05,C,76,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,1676,0.717,0.081,C,72,C,72,C,76,C,76,C,72,Not Rated: Senate Bill 1365,63,,,,,,,,,Not Earned,,,,,,,
007906,POTEET ISD,007906001,POTEET H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,12-Sep,No,No,490,0.698,0.045,C,70,C,72,C,71,Not Rated: Senate Bill 1365,63,C,71,Not Rated: Senate Bill 1365,66,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906041,POTEET J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,8-Jun,No,No,386,0.712,0.109,C,71,Not Rated: Senate Bill 1365,64,C,70,C,70,Not Rated: Senate Bill 1365,66,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906101,POTEET EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 03,No,No,564,0.75,0.085,Not Rated: Senate Bill 1365,44,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,50,Not Rated,.,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,30,Comprehensive Identified,TRUE,Not Earned,Not Earned,,,,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906102,POTEET INT,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,5-Apr,No,No,236,0.686,0.097,B,80,Not Rated: Senate Bill 1365,67,B,82,B,82,Not Rated: Senate Bill 1365,66,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,31,80,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,2191,0.453,0.097,C,78,B,80,C,71,C,70,C,71,C,74,,,,,,,,,Not Earned,,,,,,,
008901,BELLVILLE ISD,008901001,BELLVILLE H S,REGION 06: HUNTSVILLE,AUSTIN,High School,12-Sep,No,No,681,0.373,0.059,C,79,B,81,C,71,Not Rated: Senate Bill 1365,66,C,71,C,74,,,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901041,BELLVILLE J H,REGION 06: HUNTSVILLE,AUSTIN,Middle School,8-Jun,No,No,544,0.458,0.09,C,74,C,75,C,75,C,75,Not Rated: Senate Bill 1365,66,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901101,O'BRYANT PRI,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 03,No,No,541,0.549,0.146,Not Rated: Senate Bill 1365,65,C,70,Not Rated: Senate Bill 1365,60,Not Rated,.,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,54,Comprehensive Identified,,Not Earned,Not Earned,,,,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901102,O'BRYANT INT,REGION 06: HUNTSVILLE,AUSTIN,Elementary,5-Apr,No,No,261,0.51,0.138,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901105,WEST END EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,KG - 05,No,No,164,0.36,0.049,C,79,B,80,B,80,B,80,C,70,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,2814,0.603,0.169,B,81,B,81,B,82,C,73,B,82,B,80,,,,,,,,,Not Earned,,,,,,,
008902,SEALY ISD,008902001,SEALY H S,REGION 06: HUNTSVILLE,AUSTIN,High School,12-Sep,No,No,838,0.551,0.115,B,82,B,82,B,83,B,83,B,81,B,80,,,Not Earned,Earned,Earned,Earned,Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902041,SEALY J H,REGION 06: HUNTSVILLE,AUSTIN,Middle School,8-Jun,No,No,683,0.606,0.152,C,72,C,74,C,75,Not Rated: Senate Bill 1365,59,C,75,Not Rated: Senate Bill 1365,66,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902102,SELMAN EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,627,0.652,0.206,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,63,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902104,SEALY EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,666,0.617,0.219,B,89,B,85,A,92,A,92,B,86,B,82,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,766,0.584,0.168,B,87,B,80,B,89,B,89,C,76,B,82,,,,,,,,,Not Earned,,,,,,,
008903,BRAZOS ISD,008903001,BRAZOS H S,REGION 06: HUNTSVILLE,AUSTIN,High School,12-Sep,No,No,267,0.468,0.082,B,80,B,80,C,72,Not Rated: Senate Bill 1365,62,C,72,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,008903041,BRAZOS MIDDLE,REGION 06: HUNTSVILLE,AUSTIN,Middle School,8-Jun,No,No,197,0.619,0.178,A,90,B,84,B,89,B,88,B,89,A,93,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,10,10,13,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,008903102,BRAZOS EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,302,0.662,0.238,B,87,C,78,B,88,B,88,B,83,B,83,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,22,22,28,28,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,,,REGION 17: LUBBOCK,BAILEY,District,,No,No,1347,0.876,0.305,A,90,B,89,A,94,C,73,A,94,B,80,,,,,,,,,Not Earned,,,,,,,
009901,MULESHOE ISD,009901001,MULESHOE H S,REGION 17: LUBBOCK,BAILEY,High School,12-Sep,No,No,370,0.832,0.13,A,93,A,92,A,94,A,91,A,94,A,92,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901041,WATSON J H,REGION 17: LUBBOCK,BAILEY,Middle School,8-Jun,No,No,301,0.904,0.329,C,74,Not Rated: Senate Bill 1365,64,C,75,Not Rated: Senate Bill 1365,57,C,75,C,71,Targeted Support,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901101,MARY DESHAZO EL,REGION 17: LUBBOCK,BAILEY,Elementary,5-Mar,No,No,291,0.869,0.409,C,77,C,72,B,80,B,80,C,79,C,71,Targeted Support,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901103,DILLMAN EL,REGION 17: LUBBOCK,BAILEY,Elementary,EE - 02,No,No,385,0.901,0.377,C,77,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
010901,MEDINA ISD,,,REGION 20: SAN ANTONIO,BANDERA,District,,No,No,265,0.57,0.015,C,76,C,78,C,76,C,76,C,75,C,72,,,,,,,,,,,,,,,,
010901,MEDINA ISD,010901001,MEDINA SCHOOL,REGION 20: SAN ANTONIO,BANDERA,Elem/Secondary,PK - 12,No,No,265,0.57,0.015,C,76,C,78,C,76,C,76,C,75,C,72,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,,,REGION 20: SAN ANTONIO,BANDERA,District,,No,No,2301,0.48,0.053,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,67,,,,,,,,,Not Earned,,,,,,,
010902,BANDERA ISD,010902001,BANDERA H S,REGION 20: SAN ANTONIO,BANDERA,High School,12-Sep,No,No,681,0.386,0.04,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,30,Targeted Support,TRUE,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,010902041,BANDERA MIDDLE,REGION 20: SAN ANTONIO,BANDERA,Middle School,8-Jun,No,No,555,0.459,0.054,C,73,C,72,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,58,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,010902101,ALKEK EL,REGION 20: SAN ANTONIO,BANDERA,Elementary,EE - 05,No,No,629,0.545,0.067,Not Rated: Senate Bill 1365,68,C,70,C,70,C,70,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,62,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,010902102,HILL COUNTRY EL,REGION 20: SAN ANTONIO,BANDERA,Elementary,EE - 05,No,No,436,0.557,0.053,C,72,C,73,C,72,C,72,C,70,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
